Condition,Trait,Trait_abbrev,n,R2_SMA,Spearman,NMI_obs,NMI_perm_media,NMI_corrigida,Z_MI,p_MI,Year,Location,Treatment,Nitrogen,Fungicide,Water,p_MI_FDR_dentro_trait,z_R2,z_NMI,MI_advantage
2015__QLB__HN_NF_RF,Straw,Straw,220,0.11093967793764774,0.3447760941717429,0.07369545670212337,0.0352156117035514,0.03847984499857197,3.8081865044050445,0.01,2015,QLB,HN_NF_RF,HN,NF,RF,0.015517241379310345,-0.45295028448383173,-0.3540592225143476,0.0988910619694841
2015__QLB__HN_NF_RF,Biomass,SDM,220,0.4472408335590482,0.6520762074347892,0.1929885150295584,0.03265071833273906,0.16033779669681936,16.952980303870397,0.005,2015,QLB,HN_NF_RF,HN,NF,RF,0.005,-0.8399072678973525,-0.7946753609761776,0.04523190692117485
2015__QLB__HN_NF_RF,Grain,GN,220,0.7581705011136065,0.8592427717326993,0.37496507158294323,0.034830966062964895,0.34013410551997836,33.59866297855255,0.005,2015,QLB,HN_NF_RF,HN,NF,RF,0.005,0.6931382386355636,1.3543255377271644,0.6611872990916008
2015__QLB__HN_NF_RF,Crude_protein,GP,220,0.08321917900812757,-0.3739551343096871,0.0852320808064655,0.03265979824905613,0.05257228255740937,5.891770314155573,0.005,2015,QLB,HN_NF_RF,HN,NF,RF,0.005921052631578947,-1.1920980855636403,-0.7963862328070149,0.39571185275662535
2015__QLB__HN_NF_RF,Grain_per_spike,GpS,218,0.1782359883281699,0.4121641148361382,0.06978841837182242,0.03284628260362164,0.03694213576820078,3.494018724338858,0.005,2015,QLB,HN_NF_RF,HN,NF,RF,0.006999999999999999,-0.1446712691825205,-0.4939199187672211,-0.3492486495847006
2015__QLB__HN_NF_RF,Spike_number,SN,218,0.34952377448812144,0.5621928696235352,0.14863235013165174,0.03361771273999614,0.1150146373916556,12.455941511877677,0.005,2015,QLB,HN_NF_RF,HN,NF,RF,0.03214285714285715,4.3401388688950115,4.466705086053487,0.1265662171584756
2015__QLB__HN_NF_RF,TGW,TGW,220,3.252573016167376e-5,-0.04571995289158867,0.023438428973310686,0.03393748494471665,0,-1.1624616858535732,0.89,2015,QLB,HN_NF_RF,HN,NF,RF,0.9117073170731708,-1.1129193397612078,-0.8766083555285479,0.23631098423265995
2015__QLB__HN_WF_RF,Harvest_Index,HI,220,0.5173273792531864,0.6941514569234151,0.20683794531473856,0.03285772841467962,0.17398021690005894,17.569330339090286,0.005,2015,QLB,HN_WF_RF,HN,WF,RF,0.005,0.2003489303674859,0.06657562984358163,-0.1337733005239043
2015__QLB__HN_WF_RF,Straw,Straw,220,0.028095992897973363,0.19093895628948004,0.0349339758916126,0.03309703522026263,0.0018369406713499709,0.18551322011180155,0.38,2015,QLB,HN_WF_RF,HN,WF,RF,0.3886363636363636,-0.9622012690696987,-1.1832282193082022,-0.2210269502385035
2015__QLB__HN_WF_RF,Biomass,SDM,220,0.2941005271715242,0.5802708170153779,0.1348347323824005,0.033668267198529056,0.10116646518387146,10.244221232805854,0.005,2015,QLB,HN_WF_RF,HN,WF,RF,0.005,-1.5822075471698211,-1.3775016062506038,0.20470594091921734
2015__QLB__HN_WF_RF,Grain,GN,220,0.5242665584696786,0.7131526008238338,0.2397129135748606,0.0325955751940046,0.207117338380856,21.530855038539908,0.005,2015,QLB,HN_WF_RF,HN,WF,RF,0.005,-1.6322336011656553,-0.8519210162494082,0.7803125849162471
2015__QLB__HN_WF_RF,Crude_protein,GP,220,0.32725603620037574,-0.57400134112462875,0.13773430426967379,0.03268694725058237,0.10504735701909142,11.651150106933596,0.005,2015,QLB,HN_WF_RF,HN,WF,RF,0.005921052631578947,0.10792798894209794,0.06140710176513368,-0.046520887176964267
2015__QLB__HN_WF_RF,Grain_per_spike,GpS,218,0.26412823187368173,0.49636554545196554,0.12559647914582786,0.034914050288038935,0.09068242885778893,8.981607111357016,0.005,2015,QLB,HN_WF_RF,HN,WF,RF,0.006999999999999999,0.549800947435386,0.9470672431530085,0.3972662957176225
2015__QLB__HN_WF_RF,Spike_number,SN,218,0.032662118381072025,0.2130206232406599,0.04852693972232912,0.03301726101742465,0.015509678704904467,1.6780878694802737,0.06,2015,QLB,HN_WF_RF,HN,WF,RF,0.19285714285714287,-0.14162480306667138,0.016671067387255285,0.15829587045392668
2015__QLB__HN_WF_RF,TGW,TGW,220,0.025285579829882405,0.11320556961169372,0.028238938029406205,0.033415436349413644,0,-0.5057961872873337,0.675,2015,QLB,HN_WF_RF,HN,WF,RF,0.7087500000000001,-0.9459325313251724,-0.8766083555285479,0.06932417579662453
2015__QLB__LN_NF_RF,Harvest_Index,HI,220,0.5610809754195966,0.7270067563379409,0.20621404081081074,0.0322741954930124,0.17393984531779833,18.619550318017957,0.005,2015,QLB,LN_NF_RF,LN,NF,RF,0.005,0.48391713517770324,0.06589350218883476,-0.41802363298886847
2015__QLB__LN_NF_RF,Straw,Straw,220,0.297387641085159,0.511391106878617,0.11868017348422043,0.0324409450335071,0.08623922845071333,8.908143403025157,0.005,2015,QLB,LN_NF_RF,LN,NF,RF,0.008333333333333333,0.6931697699467259,0.7266575162809941,0.03348774633426821
2015__QLB__LN_NF_RF,Biomass,SDM,220,0.6726875599869873,0.7966505694144694,0.2765838218261194,0.032555837199436104,0.2440279846266833,26.349238542543674,0.005,2015,QLB,LN_NF_RF,LN,NF,RF,0.005,0.25287602303484175,0.02965690855878005,-0.2232191144760617
2015__QLB__LN_NF_RF,Grain,GN,220,0.8307346067099859,0.8964088288826403,0.407374569210373,0.033204251001365835,0.3741703182090072,41.53550735403424,0.005,2015,QLB,LN_NF_RF,LN,NF,RF,0.005,1.414539194202411,1.9188579539829624,0.5043187597805514
2015__QLB__LN_NF_RF,Crude_protein,GP,220,0.08158487556775086,-0.3392707212207615,0.06710084873170769,0.03440267789705475,0.032698170834652936,3.4189321906938237,0.005,2015,QLB,LN_NF_RF,LN,NF,RF,0.005921052631578947,-1.2008042994961956,-1.1212620093773036,0.07954229011889202
2015__QLB__LN_NF_RF,Grain_per_spike,GpS,218,0.20114551657540536,0.464622345104939,0.09683317621389684,0.03315690821090512,0.06367626800299173,6.94462787269251,0.005,2015,QLB,LN_NF_RF,LN,NF,RF,0.006999999999999999,0.04056118262900875,0.22292658728347303,0.18236540465446427
2015__QLB__LN_NF_RF,Spike_number,SN,218,0.3138033700977168,0.4995473944340229,0.11616578573859078,0.03393167425629066,0.08223411148230012,8.654327384557906,0.005,2015,QLB,LN_NF_RF,LN,NF,RF,0.03214285714285715,3.8349013065103392,3.0007032166830863,-0.834198089827253
2015__QLB__LN_NF_RF,TGW,TGW,220,0.014713110001043193,0.03185227343164491,0.04580986228045297,0.03383297664384294,0.011976885636610035,1.1768138808319684,0.165,2015,QLB,LN_NF_RF,LN,NF,RF,0.20382352941176474,-1.0158434017898923,-0.614061378181535,0.40178202360835735
2016__GGE__HN_NF_RF,Harvest_Index,HI,220,0.709121396748082,0.8081369074116859,0.28020844709937687,0.03407605223352706,0.2461323948658498,25.79098797469008,0.005,2016,GGE,HN_NF_RF,HN,NF,RF,0.005,1.443370990257499,1.2856756300113155,-0.15769536024618347
2016__GGE__HN_NF_RF,Straw,Straw,220,0.17733212254157169,0.33872750939632484,0.11659163776751738,0.033255648240955366,0.08333598952656202,9.085822793076598,0.005,2016,GGE,HN_NF_RF,HN,NF,RF,0.008333333333333333,-0.04482722999369319,0.6609619675686326,0.7057891975623257
2016__GGE__HN_NF_RF,Biomass,SDM,220,0.5991895904857328,0.7506725345564991,0.2795728658249142,0.03357456901122485,0.24599829681368934,25.395657475664184,0.005,2016,GGE,HN_NF_RF,HN,NF,RF,0.005,-0.1033826561706298,0.04906410499342336,0.15244676116405317
2016__GGE__HN_NF_RF,Grain,GN,220,0.7948379620809645,0.7970754467128359,0.30371583150349224,0.033648344447812666,0.27006748705567957,29.299245608982016,0.005,2016,GGE,HN_NF_RF,HN,NF,RF,0.005,1.0576702777568718,0.19218456211639262,-0.8654857156404792
2016__GGE__HN_NF_RF,Crude_protein,GP,220,0.17643560544221604,-0.3893012727905583,0.07542858761174087,0.032984564049233694,0.04244402356250718,4.977488231249814,0.005,2016,GGE,HN_NF_RF,HN,NF,RF,0.005921052631578947,-0.6955182396713684,-0.9619496578382946,-0.26643141816692617
2016__GGE__HN_NF_RF,Grain_per_spike,GpS,220,0.4148252711931206,0.5925268929297939,0.1502959857479043,0.0332801143839671,0.11701587136393718,10.652564222432954,0.005,2016,GGE,HN_NF_RF,HN,NF,RF,0.006999999999999999,1.768245158622778,1.653169692524948,-0.11507546609783015
2016__GGE__HN_NF_RF,Spike_number,SN,220,0.13205494489207226,0.2978134848020356,0.07350383643199744,0.03226069852637056,0.04124313790562688,4.186023547017764,0.005,2016,GGE,HN_NF_RF,HN,NF,RF,0.03214285714285715,1.2642100479640166,1.1675159134383464,-0.09669413452567022
2016__GGE__HN_NF_RF,TGW,TGW,220,0.40870772145713935,0.5918484416469912,0.12881570110519192,0.031846997028938895,0.09696870407625302,10.86317985924076,0.005,2016,GGE,HN_NF_RF,HN,NF,RF,0.013999999999999999,1.5894613842469345,1.2490561055778142,-0.3404052786691203
2016__GGE__HN_WF_RF,Harvest_Index,HI,220,0.581148837388875,0.7631968353966743,0.25635454895804977,0.03292133625387285,0.22343321270417693,22.760379818467356,0.005,2016,GGE,HN_WF_RF,HN,WF,RF,0.005,0.6139774751635677,0.9021449625070984,0.2881674873435307
2016__GGE__HN_WF_RF,Straw,Straw,220,0.023342374490283826,0.023796509694978672,0.04336923277001013,0.0331677398758073,0.01020149289420283,1.0606290676771428,0.165,2016,GGE,HN_WF_RF,HN,WF,RF,0.19539473684210526,-0.9914223841529071,-0.9939520824245809,-0.0025296982716738192
2016__GGE__HN_WF_RF,Biomass,SDM,220,0.562528183364665,0.685713641716865,0.21279904495685914,0.03325042994541087,0.17954861501144825,20.224289671889714,0.005,2016,GGE,HN_WF_RF,HN,WF,RF,0.005,-0.28108749029591495,-0.6054524920516494,-0.32436500175573446
2016__GGE__HN_WF_RF,Grain,GN,220,0.6222420368680881,0.8028445366076309,0.29194116393290376,0.03319006996442809,0.2587510939684757,25.776719766421508,0.005,2016,GGE,HN_WF_RF,HN,WF,RF,0.005,-0.6582037670232745,0.004488275482278738,0.6626920425055532
2016__GGE__HN_WF_RF,Crude_protein,GP,220,0.32002522784680776,-0.6255489876763044,0.15987294112536152,0.032983510230485034,0.12688943089487648,15.046984346493092,0.005,2016,GGE,HN_WF_RF,HN,WF,RF,0.005921052631578947,0.06940823619840916,0.41845252906723557,0.34904429286882643
2016__GGE__HN_WF_RF,Grain_per_spike,GpS,220,0.23214000193343187,0.4951589908882415,0.11756408946512889,0.03280275827053844,0.08476133119459045,9.068674949278178,0.005,2016,GGE,HN_WF_RF,HN,WF,RF,0.006999999999999999,0.2911636591857486,0.7882994875897633,0.4971358284040147
2016__GGE__HN_WF_RF,Spike_number,SN,220,0.042959573506409825,0.21959619751722897,0.030068463331614635,0.03208609908553757,0,-0.23724652765355678,0.6,2016,GGE,HN_WF_RF,HN,WF,RF,0.7153846153846153,0.004024755360186343,-0.6769486151522218,-0.6809733705124081
2016__GGE__HN_WF_RF,TGW,TGW,220,0.2197971792857164,0.31628790226695147,0.07268413529543374,0.03339355747516769,0.03929057782026606,3.9703951680175296,0.01,2016,GGE,HN_WF_RF,HN,WF,RF,0.023333333333333334,0.34028303169765417,-0.01531412947395255,-0.3555971611716067
2016__GGE__LN_NF_RF,Harvest_Index,HI,220,0.7019460759419911,0.7551534686103583,0.24145779215976107,0.032095313989315546,0.2093624781704455,23.130095553894098,0.005,2016,GGE,LN_NF_RF,LN,NF,RF,0.005,1.3968675478391446,0.6644025553331241,-0.7324649925060205
2016__GGE__LN_NF_RF,Straw,Straw,220,0.22384331776322416,0.28562460907344067,0.0913402179813961,0.03344755490726646,0.057892663074129644,5.882823011837625,0.005,2016,GGE,LN_NF_RF,LN,NF,RF,0.008333333333333333,0.2410831800701358,0.08522110158085999,-0.1558620784892758
2016__GGE__LN_NF_RF,Biomass,SDM,220,0.7325839188443525,0.7150527152138756,0.23769398894455587,0.033004042393795376,0.2046899465507605,21.275357277759174,0.005,2016,GGE,LN_NF_RF,LN,NF,RF,0.005,0.5432051007024593,-0.35781520744786316,-0.9010203081503225
2016__GGE__LN_NF_RF,Grain,GN,220,0.7008746589134943,0.7901838693136034,0.2685008690033796,0.03294138021338817,0.23555948878999144,24.941415313475282,0.005,2016,GGE,LN_NF_RF,LN,NF,RF,0.005,0.12352775458888113,-0.38017299772924873,-0.5037007523181298
2016__GGE__LN_NF_RF,Crude_protein,GP,220,0.5312041721675769,-0.6521584781052953,0.19208078112632085,0.03429763967457791,0.15778314145174294,15.83893251007055,0.005,2016,GGE,LN_NF_RF,LN,NF,RF,0.005921052631578947,1.1943945893348895,0.9234621792247062,-0.2709324101101833
2016__GGE__LN_NF_RF,Grain_per_spike,GpS,220,0.26465488235341333,0.4551923499546384,0.1042977946419664,0.03393826532446372,0.07035952931750267,6.642051868457769,0.005,2016,GGE,LN_NF_RF,LN,NF,RF,0.006999999999999999,0.5540591215259055,0.4021309272730931,-0.15192819425281245
2016__GGE__LN_NF_RF,Spike_number,SN,220,0.02605895521368647,0.15571159460573678,0.05522136375559572,0.03423177281254953,0.020989590943046192,2.2881780921842645,0.02,2016,GGE,LN_NF_RF,LN,NF,RF,0.08181818181818182,-0.2350214518351357,0.26174222967781363,0.49676368151294936
2016__GGE__LN_NF_RF,TGW,TGW,220,0.20848983399650592,0.21579484174165883,0.06970458041782414,0.033898811383397814,0.035805769034426324,3.5461467678547405,0.005,2016,GGE,LN_NF_RF,LN,NF,RF,0.013999999999999999,0.26551276849410843,-0.09170510798992496,-0.35721787648403336
2016__HAN__HN_NF_RF,Harvest_Index,HI,220,0.6324156689952344,0.7598057059781476,0.2383653491982586,0.03380446823372898,0.20456088096452962,20.93649771770144,0.005,2016,HAN,HN_NF_RF,HN,NF,RF,0.005,0.9462391560007568,0.5832736508485943,-0.3629655051521625
2016__HAN__HN_NF_RF,Straw,Straw,220,0.5054017657572105,0.5977448820317476,0.17477923047674665,0.03332369394762522,0.14145553652912143,16.833318046774316,0.005,2016,HAN,HN_NF_RF,HN,NF,RF,0.008333333333333333,1.9718598444681363,1.976112263840985,0.004252419372848593
2016__HAN__HN_NF_RF,Biomass,SDM,220,0.8946739392083832,0.911676236736672,0.45249624002549466,0.03355860822046965,0.418937631805025,47.007559295426134,0.005,2016,HAN,HN_NF_RF,HN,NF,RF,0.005,1.3288863509347124,1.752483323322162,0.42359697238744953
2016__HAN__HN_NF_RF,Grain,GN,220,0.7477159959967966,0.8414091951561735,0.311493573358529,0.03232201299993522,0.2791715603585938,30.0577348861624,0.005,2016,HAN,HN_NF_RF,HN,NF,RF,0.005,0.5892040700923016,0.34318680629736015,-0.24601726379494143
2016__HAN__HN_NF_RF,Crude_protein,GP,220,0.10951819286646278,-0.3094504206510653,0.05662608458926954,0.03404032585504318,0.022585758734226365,2.3695826537945055,0.02,2016,HAN,HN_NF_RF,HN,NF,RF,0.02142857142857143,-1.0519987409687799,-1.2865663902701174,-0.23456764930133756
2016__HAN__HN_NF_RF,Grain_per_spike,GpS,220,0.30499076935247094,0.4980981951167286,0.10101792042920948,0.033879962973973866,0.06713795745523563,6.977560502702141,0.005,2016,HAN,HN_NF_RF,HN,NF,RF,0.006999999999999999,0.880190465838062,0.3157480025095201,-0.5644424633285419
2016__HAN__HN_NF_RF,Spike_number,SN,220,0.014335805731186948,0.2311073294151457,0.04309158804344115,0.03315270325017409,0.009938884793267058,1.0731466408459704,0.16,2016,HAN,HN_NF_RF,HN,NF,RF,0.32727272727272727,-0.4008363570437747,-0.23246448067931522,0.16837187636445947
2016__HAN__HN_NF_RF,TGW,TGW,220,0.1372976586923322,0.22893786310385827,0.04164028304492872,0.033689745088872194,0.007950537956056526,0.8427272699350122,0.21,2016,HAN,HN_NF_RF,HN,NF,RF,0.245,-0.20524827659446065,-0.7023235061963672,-0.49707522960190653
2016__HAN__HN_WF_RF,Harvest_Index,HI,220,0.4187453276392218,0.6176036694973036,0.14865564937401016,0.0318130427470392,0.11684260662697096,13.240776093441212,0.005,2016,HAN,HN_WF_RF,HN,WF,RF,0.005,-0.4385639328485691,-0.8988347383164939,-0.46027080546792476
2016__HAN__HN_WF_RF,Straw,Straw,220,0.10800187211648736,0.4006671813279388,0.08233644899373779,0.032084626638462746,0.05025182235527505,5.243937750316555,0.005,2016,HAN,HN_WF_RF,HN,WF,RF,0.008333333333333333,-0.47100936172347324,-0.0876786275710027,0.38333073415247054
2016__HAN__HN_WF_RF,Biomass,SDM,220,0.6386026369354462,0.8298056496283732,0.3227665733597635,0.03348835982190082,0.28927821353786265,28.866636795513667,0.005,2016,HAN,HN_WF_RF,HN,WF,RF,0.005,0.0876598987042926,0.47536296822958524,0.38770306952529265
2016__HAN__HN_WF_RF,Grain,GN,220,0.7143762998144859,0.8309394070876747,0.29051118069419996,0.03380089313913153,0.2567102875550684,27.496080146446637,0.005,2016,HAN,HN_WF_RF,HN,WF,RF,0.005,0.25775522928377703,-0.02936100693340245,-0.28711623621717947
2016__HAN__HN_WF_RF,Crude_protein,GP,220,0.5516334203723063,-0.6837515425750721,0.20935957756449272,0.03354024476569287,0.17581933279879985,17.535020791761134,0.005,2016,HAN,HN_WF_RF,HN,WF,RF,0.005921052631578947,1.3032246884201906,1.2182940565928964,-0.08493063182729421
2016__HAN__HN_WF_RF,Grain_per_spike,GpS,220,0.32460412214271794,0.5662453581873406,0.14246866818121168,0.03162217199940654,0.11084649618180514,12.287648921352217,0.005,2016,HAN,HN_WF_RF,HN,WF,RF,0.006999999999999999,1.038772056273926,1.4877446469320363,0.44897259065811035
2016__HAN__HN_WF_RF,Spike_number,SN,220,8.638692001921887e-5,0.02122019801310696,0.016478289194988442,0.033212523487488294,0,-1.6576523266810774,0.99,2016,HAN,HN_WF_RF,HN,WF,RF,0.99,-0.6023833929302609,-0.6769486151522218,-0.07456522222196094
2016__HAN__HN_WF_RF,TGW,TGW,220,0.018256941672751253,-0.15255236302778608,0.0320775586400306,0.03286378903445584,0,-0.08467464293669452,0.505,2016,HAN,HN_WF_RF,HN,WF,RF,0.5438461538461539,-0.9924096761836254,-0.8766083555285479,0.11580132065507753
2016__HAN__LN_NF_RF,Harvest_Index,HI,220,0.4663172352977073,0.5943898164687851,0.14765162604182272,0.033041468558964934,0.11461015748285779,11.72146642218259,0.005,2016,HAN,LN_NF_RF,LN,NF,RF,0.005,-0.13024915106909088,-0.9365547189004922,-0.8063055678314014
2016__HAN__LN_NF_RF,Straw,Straw,220,0.52540315172578,0.6430207987017013,0.2006326086115253,0.033951963292620534,0.16668064531890475,17.107064259400907,0.005,2016,HAN,LN_NF_RF,LN,NF,RF,0.008333333333333333,2.0948109842284928,2.5469152210100234,0.45210423678153067
2016__HAN__LN_NF_RF,Biomass,SDM,220,0.8726299484499647,0.8911536489296361,0.42210584883141883,0.03308845049482306,0.38901739833659577,36.246833168934955,0.005,2016,HAN,LN_NF_RF,LN,NF,RF,0.005,1.2220349224489528,1.4577747730113921,0.2357398505624393
2016__HAN__LN_NF_RF,Grain,GN,220,0.7629886739801001,0.8521190332632718,0.3287203753563204,0.03255207940528089,0.29616829595103955,35.447399171636036,0.005,2016,HAN,LN_NF_RF,LN,NF,RF,0.005,0.7410384295275758,0.6250985542386115,-0.11593987528896432
2016__HAN__LN_NF_RF,Crude_protein,GP,220,0.548890213492268,-0.5557981100285694,0.15518373621084455,0.03195995853500308,0.12322377767584147,13.449381760302172,0.005,2016,HAN,LN_NF_RF,LN,NF,RF,0.005921052631578947,1.288611156215078,0.35853126301096294,-0.930079893204115
2016__HAN__LN_NF_RF,Grain_per_spike,GpS,220,0.40910339968538584,0.5572237593188439,0.1280187616543831,0.033898241914379505,0.0941205197400036,9.370283187294739,0.005,2016,HAN,LN_NF_RF,LN,NF,RF,0.006999999999999999,1.7219816006441826,1.039255888542927,-0.6827257121012555
2016__HAN__LN_NF_RF,Spike_number,SN,220,0.00683638402544823,0.04097530189391591,0.026088838191307646,0.03255108989409162,0,-0.7176666137765945,0.78,2016,HAN,LN_NF_RF,LN,NF,RF,0.8357142857142857,-0.5069098913881941,-0.6769486151522218,-0.17003872376402773
2016__HAN__LN_NF_RF,TGW,TGW,220,0.11316437020663389,0.15058124792210206,0.04350039179599094,0.0332318260338383,0.01026856576215264,1.1644158584801794,0.15,2016,HAN,LN_NF_RF,LN,NF,RF,0.2032258064516129,-0.3648305910891439,-0.6515096959653863,-0.28667910487624243
2016__KAL__HN_NF_RF,Harvest_Index,HI,216,0.33438916729033136,0.5701580156943997,0.13983422354931568,0.033837823410834085,0.1059964001384816,11.084452718189688,0.005,2016,KAL,HN_NF_RF,HN,NF,RF,0.005,-0.9852784215008582,-1.0820947687788565,-0.09681634727799826
2016__KAL__HN_NF_RF,Straw,Straw,216,0.26740767325801396,0.49312209004632107,0.11490918852217158,0.03454323260324678,0.0803659559189248,8.044257136689435,0.005,2016,KAL,HN_NF_RF,HN,NF,RF,0.008333333333333333,0.508878980292516,0.5937549644092495,0.08487598411673347
2016__KAL__HN_NF_RF,Biomass,SDM,216,0.6862572508604913,0.7907000559663724,0.295184160208315,0.03350821662286148,0.26167594358545354,28.072959354495712,0.005,2016,KAL,HN_NF_RF,HN,NF,RF,0.005,0.3186509033563801,0.20348591314094863,-0.11516499021543145
2016__KAL__HN_NF_RF,Grain,GN,220,0.757206296655698,0.7933112817883164,0.27266852592068413,0.03342617499237614,0.23924235092830798,22.810317688504753,0.005,2016,KAL,HN_NF_RF,HN,NF,RF,0.005,0.6835525349108327,-0.31908820311133873,-1.0026407380221714
2016__KAL__HN_NF_RF,Crude_protein,GP,220,0.08655616623564887,-0.18871426719935988,0.04660771965021547,0.03343491617672126,0.013172803473494213,1.4785162156438372,0.085,2016,KAL,HN_NF_RF,HN,NF,RF,0.08895348837209303,-1.1743213838965934,-1.4404369729060291,-0.26611558900943577
2016__KAL__HN_NF_RF,Grain_per_spike,GpS,216,0.19433555063793068,0.39139070481906185,0.07283174208046857,0.033808610882456694,0.03902313119801187,4.348477585911155,0.005,2016,KAL,HN_NF_RF,HN,NF,RF,0.006999999999999999,-0.014500042278739111,-0.4381203031348041,-0.42362026085606497
2016__KAL__HN_NF_RF,Spike_number,SN,220,0.03285063374454431,0.14770740943182523,0.03024871318349183,0.03329398887900816,0,-0.2918919463930739,0.585,2016,KAL,HN_NF_RF,HN,NF,RF,0.7153846153846153,-0.13895839868692744,-0.6769486151522218,-0.5379902164652943
2016__KAL__HN_NF_RF,TGW,TGW,220,0.36721344223990976,0.48269442080884467,0.1355709712509414,0.034228827612125465,0.10134214363881593,9.327308091080996,0.005,2016,KAL,HN_NF_RF,HN,NF,RF,0.013999999999999999,1.315078839170317,1.3449268830569696,0.02984804388665263
2016__KAL__HN_WF_RF,Harvest_Index,HI,196,0.3132307766720222,0.5292129190606348,0.1376286007094151,0.03822578617778685,0.09940281453162825,9.72887986891241,0.005,2016,KAL,HN_WF_RF,HN,WF,RF,0.005,-1.122406506275599,-1.1935015265656004,-0.07109502029000137
2016__KAL__HN_WF_RF,Straw,Straw,196,0.0375922834903244,0.09481627871765652,0.0550981648118532,0.03737881265613504,0.01771935215571816,1.716608660961152,0.07,2016,KAL,HN_WF_RF,HN,WF,RF,0.09545454545454546,-0.9038263267702068,-0.8238352225206257,0.07999110424958111
2016__KAL__HN_WF_RF,Biomass,SDM,196,0.45843805439447377,0.5602084644869272,0.1393144257399854,0.03810701407642276,0.10120741166356265,9.621516374217874,0.005,2016,KAL,HN_WF_RF,HN,WF,RF,0.005,-0.7856322024408487,-1.3770982912937586,-0.5914660888529099
2016__KAL__HN_WF_RF,Grain,GN,220,0.6817290117643665,0.7774657252497704,0.2673382733372669,0.0316985702254734,0.2356397031117935,25.260823123162684,0.005,2016,KAL,HN_WF_RF,HN,WF,RF,0.005,-0.06680998932476576,-0.3788425446227599,-0.3120325552979941
2016__KAL__HN_WF_RF,Crude_protein,GP,220,0.5172229187511416,-0.5809842051582584,0.1594689090405753,0.033896900735069825,0.1255720083055055,13.499030914985918,0.005,2016,KAL,HN_WF_RF,HN,WF,RF,0.005921052631578947,1.1199140612508895,0.3969170414558286,-0.7229970197950609
2016__KAL__HN_WF_RF,Grain_per_spike,GpS,203,0.006971759129682602,0.09944025408046457,0.030158264834576384,0.03597280659621791,0,-0.5945804843414254,0.685,2016,KAL,HN_WF_RF,HN,WF,RF,0.685,-1.529409214883155,-1.4844828709853777,0.04492634389777739
2016__KAL__HN_WF_RF,Spike_number,SN,220,0.0023892812308823003,0.09966359184731466,0.030104338786256304,0.03465290874677796,0,-0.43045939277279843,0.615,2016,KAL,HN_WF_RF,HN,WF,RF,0.7153846153846153,-0.5698107295490328,-0.6769486151522218,-0.10713788560318904
2016__KAL__HN_WF_RF,TGW,TGW,220,0.0390641563322689,0.06703256453457904,0.039909512308751456,0.03316608791549222,0.0067434243932592355,0.7692043604954968,0.19,2016,KAL,HN_WF_RF,HN,WF,RF,0.22799999999999998,-0.8548211550203667,-0.7287848106491928,0.12603634437117395
2016__KAL__LN_NF_RF,Harvest_Index,HI,204,0.3546183409337708,0.6655419779349924,0.18217058858159343,0.035427206899732125,0.1467433816818613,13.941006058679767,0.005,2016,KAL,LN_NF_RF,LN,NF,RF,0.005,-0.8541726163220804,-0.3936242803353781,0.4605483359867023
2016__KAL__LN_NF_RF,Straw,Straw,204,0.25014079776839787,0.24937133810631065,0.0998135559495461,0.03539291221892485,0.06442064373062126,5.717702547422587,0.005,2016,KAL,LN_NF_RF,LN,NF,RF,0.008333333333333333,0.40273723467126005,0.232938627563419,-0.16979860710784106
2016__KAL__LN_NF_RF,Biomass,SDM,204,0.6411298949706837,0.604096373620937,0.1968942043979764,0.034567947665534456,0.16232625673244194,16.68505500043493,0.005,2016,KAL,LN_NF_RF,LN,NF,RF,0.005,0.0999100005200956,-0.77508941171988,-0.8749994122399756
2016__KAL__LN_NF_RF,Grain,GN,220,0.8004514050444314,0.8489025881451345,0.35129425880231696,0.03428186395020481,0.31701239485211213,31.14179693013391,0.005,2016,KAL,LN_NF_RF,LN,NF,RF,0.005,1.1134767000173436,0.970823550871105,-0.1426531491462386
2016__KAL__LN_NF_RF,Crude_protein,GP,220,0.5121120315570579,-0.6426387472318174,0.14531492617015407,0.03311661796453243,0.11219830820562164,12.052120409004868,0.005,2016,KAL,LN_NF_RF,LN,NF,RF,0.005921052631578947,1.0926874910818924,0.17830142400445848,-0.914386067077434
2016__KAL__LN_NF_RF,Grain_per_spike,GpS,219,0.08648035510475739,0.39869982976681484,0.0744000431591534,0.03324747941463804,0.041152563744515355,3.9884522239320557,0.005,2016,KAL,LN_NF_RF,LN,NF,RF,0.006999999999999999,-0.8865512732608699,-0.3810218992133502,0.5055293740475197
2016__KAL__LN_NF_RF,Spike_number,SN,220,0.07774692762790517,0.18741484140356018,0.039701742777410884,0.033018318284300865,0.006683424493110018,0.7572614626725701,0.235,2016,KAL,LN_NF_RF,LN,NF,RF,0.40673076923076923,0.4960650415244161,-0.37805430126023776,-0.8741193427846539
2016__KAL__LN_NF_RF,TGW,TGW,220,0.21785686266492144,0.25960679127480096,0.06812974318701986,0.033514655505130435,0.03461508768188943,3.285704525765714,0.02,2016,KAL,LN_NF_RF,LN,NF,RF,0.04,0.32745261211424515,-0.11780619967409808,-0.44525881178834326
2016__KIE__HN_NF_RF,Harvest_Index,HI,216,0.4845388567589659,0.650111337358149,0.2040833997707673,0.0332469601264836,0.17083643964428372,18.201971277637053,0.005,2016,KIE,HN_NF_RF,HN,NF,RF,0.005,-0.012154344259423048,0.013457637274320465,0.025611981533743514
