Condition,Trait,Trait_abbrev,n,R2_SMA,Spearman,NMI_obs,NMI_perm_media,NMI_corrigida,Z_MI,p_MI,Year,Location,Treatment,Nitrogen,Fungicide,Water,p_MI_FDR_dentro_trait,z_R2,z_NMI,MI_advantage
2017__KAL__HN_NF_RF,Straw,Straw,220,0.00415282378470632,-0.08571589570783769,0.04455802474715097,0.033531741424384025,0.011026283322766943,1.1356287652665362,0.14,2017,KAL,HN_NF_RF,HN,NF,RF,0.17027027027027028,-1.1093830662000148,-0.975288423940785,0.13409464225922985
2017__KAL__HN_NF_RF,Biomass,SDM,220,0.24054462119975095,0.6993773349937734,0.21203023218110695,0.03311258909892911,0.17891764308217784,18.00741528683204,0.005,2017,KAL,HN_NF_RF,HN,NF,RF,0.005,-1.8418032401478526,-0.6116674443099026,1.23013579583795
2017__KAL__HN_NF_RF,Grain,GN,220,0.4913680139622788,0.6685393574998731,0.19079836761851762,0.03256525758028299,0.15823311003823465,17.85641017711,0.005,2017,KAL,HN_NF_RF,HN,NF,RF,0.005,-1.9592967028099602,-1.6627260195909128,0.29657068321904734
2017__KAL__HN_NF_RF,Crude_protein,GP,220,0.18062743562460945,-0.46918625290905713,0.09438905942391203,0.032738862449900825,0.0616501969740112,6.4219197458559965,0.005,2017,KAL,HN_NF_RF,HN,NF,RF,0.005921052631578947,-0.673187643384765,-0.647992456175719,0.02519518720904601
2017__KAL__HN_NF_RF,Grain_per_spike,GpS,220,0.08074008491499302,0.23481739855631878,0.06612307341612328,0.03232638076141716,0.03379669265470612,3.472465002933948,0.005,2017,KAL,HN_NF_RF,HN,NF,RF,0.006999999999999999,-0.9329635917440755,-0.5782615344249584,0.3547020573191171
2017__KAL__HN_NF_RF,Spike_number,SN,220,0.002730850226246089,0.0785019975994996,0.022377710642562217,0.03439363345243602,0,-1.3580628628888052,0.925,2017,KAL,HN_NF_RF,HN,NF,RF,0.9664772727272727,-0.5649794996245995,-0.6769486151522218,-0.11196911552762234
2017__KAL__HN_NF_RF,TGW,TGW,220,0.12954665785937639,0.2607664696302891,0.06946927135167359,0.032799867615716786,0.036669403735956806,4.217346968102443,0.005,2017,KAL,HN_NF_RF,HN,NF,RF,0.013999999999999999,-0.25650207291427524,-0.07277325147075427,0.18372882144352098
2017__KAL__HN_WF_RF,Harvest_Index,HI,220,0.24363004179679867,0.5085386813025814,0.12832360453188094,0.032552378213632154,0.09577122631824878,10.198174059434304,0.005,2017,KAL,HN_WF_RF,HN,WF,RF,0.005,-1.573490695263723,-1.254861686665537,0.318629008598186
2017__KAL__HN_WF_RF,Straw,Straw,220,1.2490084352004852e-4,-0.0705251235468802,0.08736502668883932,0.03252648548623801,0.05483854120260131,5.755261614085564,0.005,2017,KAL,HN_WF_RF,HN,WF,RF,0.008333333333333333,-1.1341432361834332,0.01611131853290401,1.1502545547163372
2017__KAL__HN_WF_RF,Biomass,SDM,220,0.45339067866668176,0.5803373097490745,0.15810307372188537,0.03361912601924016,0.1244839477026452,14.848628994306349,0.005,2017,KAL,HN_WF_RF,HN,WF,RF,0.005,-0.8100977954693235,-1.147828884035536,-0.3377310885662125
2017__KAL__HN_WF_RF,Grain,GN,220,0.5178024137740119,0.6751379160726462,0.1942837953073503,0.033232661690775434,0.16105113361657486,16.363538849546856,0.005,2017,KAL,HN_WF_RF,HN,WF,RF,0.005,-1.6964973321391272,-1.6159856353336772,0.08051169680545
2017__KAL__HN_WF_RF,Crude_protein,GP,220,0.6542867074181414,-0.8019249082907423,0.2744952184600717,0.03312091120560752,0.24137430725446418,27.307193575762188,0.005,2017,KAL,HN_WF_RF,HN,WF,RF,0.005921052631578947,1.8500763047241022,2.289900351828896,0.43982404710479384
2017__KAL__HN_WF_RF,Grain_per_spike,GpS,220,0.04771659386549791,0.22197866597544277,0.0541204588597924,0.03222251854441723,0.021897940315375168,2.095743687940118,0.035,2017,KAL,HN_WF_RF,HN,WF,RF,0.0386842105263158,-1.1999713689649887,-0.8973135599742222,0.30265780899076644
2017__KAL__HN_WF_RF,Spike_number,SN,220,0.027766622025155886,0.20332012870288457,0.03216021322892072,0.033575631249428355,0,-0.13891688780474554,0.54,2017,KAL,HN_WF_RF,HN,WF,RF,0.7147058823529412,-0.21086782222438646,-0.6769486151522218,-0.46608079292783533
2017__KAL__HN_WF_RF,TGW,TGW,220,0.0017965860619860452,0.055074015428568206,0.043630972103441135,0.03280864702655313,0.010822325076888004,1.0513837968253887,0.165,2017,KAL,HN_WF_RF,HN,WF,RF,0.20382352941176474,-1.1012544217858717,-0.639370660938024,0.46188376084784777
2017__KAL__LN_NF_RF,Harvest_Index,HI,220,0.34951531155305104,0.5582110073649156,0.12104385035398141,0.03438663131229231,0.0866572190416891,8.877918912484212,0.005,2017,KAL,LN_NF_RF,LN,NF,RF,0.005,-0.8872454836375083,-1.4088540758855903,-0.521608592248082
2017__KAL__LN_NF_RF,Straw,Straw,220,1.872101620600001e-4,0.025982880938561843,0.037145892726886134,0.03493852952035778,0.002207363206528354,0.23445979789849347,0.41,2017,KAL,LN_NF_RF,LN,NF,RF,0.41,-1.133760212639754,-1.1748461631496372,-0.041085950509883284
2017__KAL__LN_NF_RF,Biomass,SDM,220,0.42300971421872147,0.6361224593295504,0.17740612111558066,0.032805210344237584,0.14460091077134307,15.701091499766305,0.005,2017,KAL,LN_NF_RF,LN,NF,RF,0.005,-0.9573601258529403,-0.9496806634046063,0.007679462448333951
2017__KAL__LN_NF_RF,Grain,GN,220,0.6411657055705879,0.7512405402816362,0.2594985836022142,0.03165810261088627,0.2278404809913279,24.22784142052164,0.005,2017,KAL,LN_NF_RF,LN,NF,RF,0.005,-0.47007283682553536,-0.5082022283457771,-0.03812939152024175
2017__KAL__LN_NF_RF,Crude_protein,GP,220,0.3290363707172596,-0.5823253297870542,0.1438732820834543,0.033280627627371176,0.11059265445608311,11.49016657597687,0.005,2017,KAL,LN_NF_RF,LN,NF,RF,0.005921052631578947,0.11741213539407544,0.152054313388338,0.03464217799426256
2017__KAL__LN_NF_RF,Grain_per_spike,GpS,220,0.05076704097036466,0.2477305128392961,0.039681538992592205,0.03409007940779609,0.005591459584796114,0.5989893490602168,0.24,2017,KAL,LN_NF_RF,LN,NF,RF,0.24585365853658536,-1.1753073169488137,-1.334553999837333,-0.1592466828885193
2017__KAL__LN_NF_RF,Spike_number,SN,220,0.005886807309113051,0.09405678930255884,0.03462045571040197,0.032914762900023126,0.0017056928103788421,0.18711082691781783,0.405,2017,KAL,LN_NF_RF,LN,NF,RF,0.6375,-0.5203409214575878,-0.6006670797216574,-0.08032615826406964
2017__KAL__LN_NF_RF,TGW,TGW,220,0.07050039421866484,0.24013569025656054,0.04441906013988423,0.03248424928584508,0.011934810854039156,1.4069801973359022,0.095,2017,KAL,LN_NF_RF,LN,NF,RF,0.14777777777777779,-0.6469478018348093,-0.614983705347518,0.03196409648729126
2017__KIE__HN_NF_RF,Harvest_Index,HI,215,0.33729813061762354,0.6297870028254728,0.16255331213029892,0.03384823761088073,0.12870507451941818,13.75681622221487,0.005,2017,KIE,HN_NF_RF,HN,NF,RF,0.005,-0.9664253538480495,-0.6984037185276151,0.26802163532043444
2017__KIE__HN_NF_RF,Straw,Straw,215,0.43851840170493595,0.5410297278369437,0.12677541130714332,0.03436201714158391,0.09241339416555941,10.240224742596927,0.005,2017,KIE,HN_NF_RF,HN,NF,RF,0.008333333333333333,1.5607190438178025,0.8663687887855241,-0.6943502550322783
2017__KIE__HN_NF_RF,Biomass,SDM,215,0.8414201832181241,0.9042273418821997,0.4050150925816802,0.03514581582437871,0.3698692767573015,37.630726987222076,0.005,2017,KIE,HN_NF_RF,HN,NF,RF,0.005,1.0707552365575133,1.2691694548823547,0.1984142183248414
2017__KIE__HN_NF_RF,Grain,GN,215,0.7179139188573815,0.7864304861262046,0.27903357931145467,0.03457222892800594,0.24446135038344874,23.596349098721234,0.005,2017,KIE,HN_NF_RF,HN,NF,RF,0.005,0.29292470787104863,-0.23252468325773268,-0.5254493911287813
2017__KIE__HN_NF_RF,Crude_protein,GP,215,0.3050979513556307,-0.5874761525272285,0.1534685525849014,0.03398184193589742,0.11948671064900399,12.443854884903208,0.005,2017,KIE,HN_NF_RF,HN,NF,RF,0.005921052631578947,-0.010111918597712733,0.29744261817614054,0.30755453677385325
2017__KIE__HN_NF_RF,Grain_per_spike,GpS,215,0.08138383949611182,0.26449081117631434,0.04838506549829553,0.03349774933081748,0.01488731616747805,1.3955298015325155,0.085,2017,KIE,HN_NF_RF,HN,NF,RF,0.09153846153846154,-0.9277585854192539,-1.08529577617328,-0.15753719075402606
2017__KIE__HN_NF_RF,Spike_number,SN,215,0.010899016037826585,0.11659002770836209,0.03579397732351229,0.03424214705633937,0.0015518302671729198,0.159994390097194,0.415,2017,KIE,HN_NF_RF,HN,NF,RF,0.6375,-0.4494470958283724,-0.607548079025625,-0.15810098319725263
2017__KIE__HN_NF_RF,TGW,TGW,215,0.19881772753669968,0.46821946919751756,0.09015827656914259,0.03462788710767869,0.0555303894614639,5.059451098739992,0.005,2017,KIE,HN_NF_RF,HN,NF,RF,0.013999999999999999,0.20155558604010715,0.3406810422632085,0.13912545622310135
2017__KIE__HN_WF_RF,Harvest_Index,HI,216,0.329770579891353,0.5656295026137487,0.14710686255617023,0.033150254355470504,0.11395660820069972,12.115821236672257,0.005,2017,KIE,HN_WF_RF,HN,WF,RF,0.005,-1.0152116076212905,-0.9475972397564292,0.0676143678648613
2017__KIE__HN_WF_RF,Straw,Straw,216,0.2253223173090074,0.388299455816335,0.08286098916872787,0.03440197047801911,0.04845901869070877,5.16940995722733,0.005,2017,KIE,HN_WF_RF,HN,WF,RF,0.008333333333333333,0.250174784029224,-0.12824684243524914,-0.37842162646447314
2017__KIE__HN_WF_RF,Biomass,SDM,216,0.757565874858695,0.8345586396599148,0.29810719130336705,0.03451796895053027,0.26358922235283677,27.763072161529564,0.005,2017,KIE,HN_WF_RF,HN,WF,RF,0.005,0.6642974072523286,0.2223313413516226,-0.441966065900706
2017__KIE__HN_WF_RF,Grain,GN,216,0.7077565246637341,0.8142809511901784,0.2709155632111739,0.03548080712824275,0.23543475608293113,21.157437358822378,0.005,2017,KIE,HN_WF_RF,HN,WF,RF,0.005,0.19194428763236732,-0.3822418429661215,-0.5741861305984888
2017__KIE__HN_WF_RF,Crude_protein,GP,216,0.48686132224691375,-0.6425451600995487,0.18922127315460963,0.0331987519944871,0.15602252116012252,15.415336389416643,0.005,2017,KIE,HN_WF_RF,HN,WF,RF,0.005921052631578947,0.9581726441008402,0.8946818798853071,-0.06349076421553312
2017__KIE__HN_WF_RF,Grain_per_spike,GpS,216,0.05689586379804501,0.23984091260910462,0.06299842088082577,0.0338277771149837,0.029170643765842073,2.8380992008417416,0.02,2017,KIE,HN_WF_RF,HN,WF,RF,0.024,-1.1257533991711006,-0.7023039740178297,0.4234494251532709
2017__KIE__HN_WF_RF,Spike_number,SN,216,0.024450976904368663,0.19397468414722727,0.06171118731262742,0.0329269789368367,0.028784208375790717,3.2445299671587025,0.005,2017,KIE,HN_WF_RF,HN,WF,RF,0.03214285714285715,-0.2577650644910268,0.6103310155633194,0.8680960800543462
2017__KIE__HN_WF_RF,TGW,TGW,216,0.05229481240950611,0.15174984222246038,0.05205863942848608,0.03413762010466992,0.017921019323816158,1.864965773484733,0.06,2017,KIE,HN_WF_RF,HN,WF,RF,0.09692307692307692,-0.7673329239680635,-0.4837591961391387,0.2835737278289248
2017__KIE__LN_NF_RF,Harvest_Index,HI,212,0.4307593720769925,0.6034662774105061,0.1530761081153857,0.03548974537950301,0.11758636273588269,12.398985358111014,0.005,2017,KIE,LN_NF_RF,LN,NF,RF,0.005,-0.3607005956094638,-0.8862680619102884,-0.5255674663008245
2017__KIE__LN_NF_RF,Straw,Straw,212,0.31482939399299015,0.5406848674988318,0.12211783418195463,0.0335790200157918,0.08853881416616283,9.432498947938006,0.005,2017,KIE,LN_NF_RF,LN,NF,RF,0.008333333333333333,0.8003865099669537,0.7786933801332002,-0.02169312983375349
2017__KIE__LN_NF_RF,Biomass,SDM,212,0.7732883896657657,0.8576423217836932,0.32644124511978617,0.03421527921813518,0.292225965901651,29.697706568392885,0.005,2017,KIE,LN_NF_RF,LN,NF,RF,0.005,0.7405074358689682,0.5043977625845111,-0.2361096732844571
2017__KIE__LN_NF_RF,Grain,GN,212,0.7937416506356717,0.8699157297356525,0.3470169895334991,0.03316211339879801,0.3138548761347011,34.293142279598136,0.005,2017,KIE,LN_NF_RF,LN,NF,RF,0.005,1.0467712234967372,0.9184522225097818,-0.12831900098695548
2017__KIE__LN_NF_RF,Crude_protein,GP,212,0.19521904294609507,-0.32121189985302134,0.09363077145901638,0.03447006442413626,0.05916070703488012,6.17932659211253,0.005,2017,KIE,LN_NF_RF,LN,NF,RF,0.005921052631578947,-0.5954556556631877,-0.6886873555765843,-0.09323169991339664
2017__KIE__LN_NF_RF,Grain_per_spike,GpS,212,0.19834818794676082,0.39856648610252227,0.06727850109761495,0.03450692703419474,0.03277157406342021,3.447566323399454,0.005,2017,KIE,LN_NF_RF,LN,NF,RF,0.006999999999999999,0.017943692001765568,-0.6057489678676119,-0.6236926598693775
2017__KIE__LN_NF_RF,Spike_number,SN,212,0.10389507270023177,0.31403299525310674,0.047892936092526796,0.03415787201609796,0.013735064076428834,1.3694196736441275,0.11,2017,KIE,LN_NF_RF,LN,NF,RF,0.2911764705882353,0.8659103806990164,-0.06269277106827273,-0.9286031517672891
2017__KIE__LN_NF_RF,TGW,TGW,212,0.15022743069967648,0.28885393196161674,0.05278924491282206,0.03385065867819364,0.01893858623462842,2.113893417251632,0.03,2017,KIE,LN_NF_RF,LN,NF,RF,0.0525,-0.11974965322850954,-0.46145297023133963,-0.3417033170028301
2017__QLB__HN_NF_RF,Harvest_Index,HI,220,0.6308022714522759,0.7957996878222503,0.2672313278338583,0.033665263823058296,0.2335660640108,25.23896639239894,0.005,2017,QLB,HN_NF_RF,HN,NF,RF,0.005,0.9357826841907162,1.0733519777057337,0.13756929351501745
2017__QLB__HN_NF_RF,Straw,Straw,220,0.04202625829190325,0.19066058840434344,0.039852327475295234,0.03281983554033117,0.007032491934964066,0.7692376424423659,0.205,2017,QLB,HN_NF_RF,HN,NF,RF,0.230625,-0.8765701028075527,-1.0656613913468733,-0.18909128853932067
2017__QLB__HN_NF_RF,Biomass,SDM,220,0.3336606337917295,0.5647036283619684,0.12800299651819647,0.032630118415652665,0.0953728781025438,10.469849871848965,0.005,2017,QLB,HN_NF_RF,HN,NF,RF,0.005,-1.390452163594205,-1.4345673257289924,-0.04411516213478728
2017__QLB__HN_NF_RF,Grain,GN,220,0.6973341882448961,0.8369767219082288,0.3103835157510794,0.03441908798404587,0.27596442776703356,30.544216748350074,0.005,2017,QLB,HN_NF_RF,HN,NF,RF,0.005,0.08832992637213576,0.289992570860295,0.20166264448815924
2017__QLB__HN_NF_RF,Crude_protein,GP,220,0.08679666388464834,-0.33985112389624883,0.07169217447066827,0.033670793180339935,0.03802138129032833,4.012168490304957,0.005,2017,QLB,HN_NF_RF,HN,NF,RF,0.005921052631578947,-1.1730402117894214,-1.0342451829269201,0.13879502886250128
2017__QLB__HN_NF_RF,Grain_per_spike,GpS,220,0.11775691754609971,0.33228334920518643,0.05649579457407611,0.033446377713446565,0.023049416860629543,2.31635029014217,0.025,2017,QLB,HN_NF_RF,HN,NF,RF,0.02916666666666667,-0.6336680937067326,-0.8664379762441944,-0.23276988253746178
2017__QLB__HN_NF_RF,Spike_number,SN,220,0.07777777843089163,0.27564619103700494,0.05219256274067357,0.03291808961495285,0.01927447312572072,2.1690685842934143,0.03,2017,QLB,HN_NF_RF,HN,NF,RF,0.10384615384615385,0.49650140233176127,0.1850391916197197,-0.31146221071204155
2017__QLB__HN_NF_RF,TGW,TGW,220,0.2733143117847444,0.4934425767624801,0.0965806733308245,0.03215241154246269,0.064428261788361807,6.396257287872758,0.005,2017,QLB,HN_NF_RF,HN,NF,RF,0.013999999999999999,0.6941671645780388,0.5357325402173874,-0.15843462436065148
2017__QLB__HN_WF_RF,Harvest_Index,HI,220,0.49969535074268173,0.6995520192941628,0.17432765055623153,0.03257693369504351,0.141750716861188,14.165055721564856,0.005,2017,QLB,HN_WF_RF,HN,WF,RF,0.005,0.08607529094205262,-0.4779815077305931,-0.5640567986726457
2017__QLB__HN_WF_RF,Straw,Straw,220,0.01876131664383905,-0.12312651087832394,0.04498650098407963,0.033085989628219306,0.011900511355860323,1.2079419934232274,0.13,2017,QLB,HN_WF_RF,HN,WF,RF,0.1625,-1.0195827468604517,-0.9555060733198876,0.06407667354056412
2017__QLB__HN_WF_RF,Biomass,SDM,220,0.09303825652475202,0.3190276282943487,0.07429631375799345,0.03406202954544359,0.04023428421254986,4.140553582151425,0.005,2017,QLB,HN_WF_RF,HN,WF,RF,0.005,-2.5567947291660467,-1.977671880332171,0.5791228488338758
2017__QLB__HN_WF_RF,Grain,GN,220,0.5354793962531439,0.7114891554859323,0.2130819537880606,0.03317908220820254,0.17990287157985807,19.518904231731135,0.005,2017,QLB,HN_WF_RF,HN,WF,RF,0.005,-1.5207604172115834,-1.3033063933666684,0.21745402384491497
2017__QLB__HN_WF_RF,Crude_protein,GP,220,0.1347402637329594,-0.3900170739816187,0.07984407467267497,0.03351561615017731,0.04632845852249766,4.209998513912422,0.01,2017,QLB,HN_WF_RF,HN,WF,RF,0.011538461538461537,-0.9176364558749088,-0.8984520363210166,0.019184419553892273
2017__QLB__HN_WF_RF,Grain_per_spike,GpS,220,0.07614672139497924,0.2875675492919651,0.05333011677905907,0.03227057757905919,0.02105953919999988,2.3015877164785903,0.01,2017,QLB,HN_WF_RF,HN,WF,RF,0.013548387096774193,-0.9701027234490882,-0.9197943685880007,0.050308354861087534
2017__QLB__HN_WF_RF,Spike_number,SN,220,0.05502704094040771,0.20143466525416567,0.03340513186361269,0.033239654962935204,1.6547690067748866e-4,0.017544603098136737,0.475,2017,QLB,HN_WF_RF,HN,WF,RF,0.689516129032258,0.17470977235700674,-0.6695482016749755,-0.8442579740319822
2017__QLB__HN_WF_RF,TGW,TGW,220,0.07993505973337521,0.27179862844649305,0.05815010335012353,0.03278432370595039,0.025365779644173136,2.68423009487566,0.025,2017,QLB,HN_WF_RF,HN,WF,RF,0.04565217391304348,-0.5845607069217852,-0.3205615687686282,0.263999138153157
2017__QLB__LN_NF_RF,Harvest_Index,HI,220,0.5847205059709722,0.743796735094076,0.23673282852525132,0.032229068015375686,0.20450376050987562,21.992510595034982,0.005,2017,QLB,LN_NF_RF,LN,NF,RF,0.005,0.6371255529615684,0.5823085303457691,-0.05481702261579924
2017__QLB__LN_NF_RF,Straw,Straw,220,0.2940456358893639,0.5168401300552792,0.10318807836679039,0.0310627658986653,0.07212531246812509,8.450416383131547,0.005,2017,QLB,LN_NF_RF,LN,NF,RF,0.008333333333333333,0.6726260262004802,0.40728268038892157,-0.2653433458115586
2017__QLB__LN_NF_RF,Biomass,SDM,220,0.707582578738049,0.842464062931428,0.3011280619594402,0.03401897631824715,0.26710908564119307,26.567451127717103,0.005,2017,QLB,LN_NF_RF,LN,NF,RF,0.005,0.42201883576099786,0.257001318378979,-0.16501751738201886
2017__QLB__LN_NF_RF,Grain,GN,220,0.5917576662596733,0.7562331302863132,0.24164669255213558,0.03404936668932623,0.20759732586280935,21.787432801896788,0.005,2017,QLB,LN_NF_RF,LN,NF,RF,0.005,-0.9612661958374131,-0.8439598339805301,0.11730636185688303
2017__QLB__LN_NF_RF,Crude_protein,GP,220,0.04201232609138912,-0.25949409172616267,0.06684105547842166,0.03366317375530013,0.03317788172312153,3.343607709385386,0.015,2017,QLB,LN_NF_RF,LN,NF,RF,0.016875,-1.4116140384259626,-1.1134203282196995,0.29819371020626306
2017__QLB__LN_NF_RF,Grain_per_spike,GpS,220,0.07563562132290534,0.29752680840513235,0.06489831794636214,0.032962449443976714,0.031935868502385424,3.5618373336891858,0.005,2017,QLB,LN_NF_RF,LN,NF,RF,0.006999999999999999,-0.974235166441786,-0.628157498140957,0.346077668300829
2017__QLB__LN_NF_RF,Spike_number,SN,220,0.04904603834638881,0.225774386773581,0.07034748902314737,0.03231896804339169,0.03802852097975568,4.003964284801494,0.005,2017,QLB,LN_NF_RF,LN,NF,RF,0.03214285714285715,0.09011310491193575,1.023752679264854,0.9336395743529182
2017__QLB__LN_NF_RF,TGW,TGW,220,0.08819452355976978,0.2554211300383742,0.05802187821410257,0.032505948501437586,0.025515929712664982,2.607446892264172,0.02,2017,QLB,LN_NF_RF,LN,NF,RF,0.04,-0.5299446791607008,-0.3172701082147693,0.21267457094593145
