Trait,Trait_abbrev,Environment_1,Environment_2,n,R2_SMA,Spearman,NMI_obs,NMI_perm_media,NMI_corrigida,Z_MI,p_MI
Spike_number,SN,2015__KIE__LN_NF_RF,2016__HAN__LN_NF_RF,220,0.10413060318917383,0.2733809301093749,0.05141130828160724,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2016__KAL__HN_NF_RF,220,0.012767903441311554,0.1306480787544446,0.029964398236770953,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2016__KAL__HN_WF_RF,220,0.028563844026561997,0.14451125023244282,0.03949314584908159,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2016__KAL__LN_NF_RF,220,0.04144850462723759,0.18541217042425745,0.025101122049174685,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2016__KIE__HN_NF_RF,216,0.11207194960264506,0.24417532954667237,0.05079203113116924,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2016__KIE__HN_WF_RF,216,0.05325314388152844,0.15962442991700304,0.03224499530516215,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2016__KIE__LN_NF_RF,216,0.014432867630159368,0.13130187308731944,0.04493193374885959,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2016__QLB__HN_NF_RF,220,0.06612090104013837,0.2500104247082491,0.02727157027901229,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2016__QLB__HN_WF_RF,220,0.01300865830333008,0.07938556206082395,0.05093403731533115,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2016__QLB__LN_NF_RF,220,0.09973976071795095,0.2572479897218012,0.050878342052644826,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__GGE__HN_NF_RF,220,0.07709084842423308,0.2347103339851124,0.04858104063112881,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__GGE__HN_WF_RF,220,0.06743902205574452,0.24505615255010904,0.039378034957176344,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__GGE__LN_NF_RF,220,0.09370256298532986,0.29194029177913144,0.054581333752378544,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__HAN__HN_NF_RF,220,0.1054168567241937,0.2627860455418876,0.06734735523280228,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__HAN__HN_WF_RF,220,0.09090997530296849,0.2693819384221017,0.05429054402064499,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__HAN__LN_NF_RF,220,0.05645461919046614,0.1080715721225234,0.032951772260055745,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__KAL__HN_NF_RF,220,0.06352267487080858,0.22137572339022782,0.0568567914070934,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__KAL__HN_WF_RF,220,0.05141262453626719,0.22592202318229715,0.04342494639796755,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__KAL__LN_NF_RF,220,0.03490220902261417,0.2076320134337862,0.039418735678963916,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__KIE__HN_NF_RF,217,0.06380139852161372,0.26792416158280397,0.0451623794783511,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__KIE__HN_WF_RF,218,0.13547369323746458,0.34476613641641796,0.058720353953265046,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__KIE__LN_NF_RF,217,0.05230528247233386,0.24862009517232955,0.04879834427934074,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__QLB__HN_NF_RF,220,0.010530051613136042,0.10936927697604572,0.03169094823222579,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__QLB__HN_WF_RF,220,0.03420993698567898,0.18281331883265808,0.0429922470886044,NA,NA,NA,NA
Spike_number,SN,2015__KIE__LN_NF_RF,2017__QLB__LN_NF_RF,220,0.09558046811564698,0.3213266990865702,0.05277019122389288,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2015__QLB__HN_WF_RF,218,0.24196749698414927,0.49879001093726794,0.10341413659210878,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2015__QLB__LN_NF_RF,218,0.40708128941319355,0.5441477202636984,0.12440412551666004,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__GGE__HN_NF_RF,218,0.19799880180216578,0.4309019720952366,0.09502416785143106,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__GGE__HN_WF_RF,218,0.10646011562135133,0.27025619849548466,0.041468754998364644,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__GGE__LN_NF_RF,218,0.060829512252393726,0.13509966606185103,0.029924321207751018,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__HAN__HN_NF_RF,218,0.12103174611334089,0.2870457510964753,0.048973175007815006,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__HAN__HN_WF_RF,218,0.07017572547695412,0.234751999369885,0.04475328106484314,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__HAN__LN_NF_RF,218,0.08780253471109539,0.23690991151170257,0.03309685087305907,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__KAL__HN_NF_RF,218,0.088875643224002,0.25833729568319114,0.046545582150651875,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__KAL__HN_WF_RF,218,0.056635685547923226,0.2567770661313778,0.05512181329866283,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__KAL__LN_NF_RF,218,0.05578589165302495,0.18807600066949715,0.03307369916519066,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__KIE__HN_NF_RF,215,0.06959210026515376,0.19281194909319233,0.07607914824792575,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__KIE__HN_WF_RF,215,0.01917364560737353,0.10398464102006812,0.051497033832267766,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__KIE__LN_NF_RF,215,1.6947109079242897e-4,0.06222922553068174,0.0327541487407075,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__QLB__HN_NF_RF,218,0.2751362135328069,0.5151010413692491,0.09536035746169917,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__QLB__HN_WF_RF,218,0.08582796920486728,0.29220018428546524,0.05863263955698289,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2016__QLB__LN_NF_RF,218,0.19970512778619923,0.4185428706949623,0.10868538335787477,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__GGE__HN_NF_RF,218,0.04667855106547204,0.14745443394188462,0.04023424326847008,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__GGE__HN_WF_RF,218,0.08499298715336111,0.17160382215699707,0.0488927697308385,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__GGE__LN_NF_RF,218,0.07984826703665869,0.24277090745244162,0.04592345956119447,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__HAN__HN_NF_RF,218,0.03422611637108838,0.11607146476829085,0.04058052308748239,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__HAN__HN_WF_RF,218,0.08178506259153562,0.29356251462359007,0.04285272705546438,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__HAN__LN_NF_RF,218,0.009533426900934183,0.027122751124493184,0.023542065395104814,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__KAL__HN_NF_RF,218,0.017127442320860522,0.11379540606798406,0.03214046061293765,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__KAL__HN_WF_RF,218,0.038909466848008875,0.13332549550608713,0.05984976979285366,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__KAL__LN_NF_RF,218,0.019162547206839246,0.1686200424053481,0.04005662327221916,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__KIE__HN_NF_RF,215,0.07185787328323932,0.2597087166161812,0.06394681119169301,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__KIE__HN_WF_RF,216,0.09481155451912295,0.21640529179914025,0.05179277580607126,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__KIE__LN_NF_RF,215,0.011936004308402333,0.10459441184283612,0.03459264119767553,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__QLB__HN_NF_RF,218,0.13315654834498244,0.336147229144671,0.0736105018764444,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__QLB__HN_WF_RF,218,0.05588587303228315,0.20716941116102736,0.05135145390493221,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_NF_RF,2017__QLB__LN_NF_RF,218,0.1698117620842726,0.3640089675554492,0.07140544519795618,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2015__QLB__LN_NF_RF,218,0.10455854983244472,0.2841524009964973,0.07476504098068491,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__GGE__HN_NF_RF,218,0.07169452553156212,0.2741934456347189,0.03442910903171452,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__GGE__HN_WF_RF,218,0.12411580009603568,0.2922576047457987,0.051041573568824,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__GGE__LN_NF_RF,218,0.016203127735587707,0.049871269218091326,0.026057875038660618,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__HAN__HN_NF_RF,218,0.04544790901819738,0.21086908112357133,0.037216350721996,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__HAN__HN_WF_RF,218,0.06850193830365421,0.2632219212894768,0.05497770104169147,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__HAN__LN_NF_RF,218,0.04888741690391521,0.13012746801138111,0.045740970026531415,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__KAL__HN_NF_RF,218,0.018762154081085187,0.1292222566173005,0.039879398286591504,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__KAL__HN_WF_RF,218,0.03282929381477872,0.18498107772280165,0.049739194562241844,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__KAL__LN_NF_RF,218,0.002891688387454502,0.03646212344755385,0.03515825110444298,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__KIE__HN_NF_RF,215,0.04616901667917334,0.17330839108298235,0.03577660613538988,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__KIE__HN_WF_RF,215,0.008120814848129843,0.08992250776477376,0.025295453730187083,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__KIE__LN_NF_RF,215,0.005776919330169896,0.10500618977945785,0.035110513569935865,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__QLB__HN_NF_RF,218,0.09964003437786365,0.29872033919656354,0.052242550426451456,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__QLB__HN_WF_RF,218,0.03901796977240033,0.21616424924646255,0.034170334874272595,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2016__QLB__LN_NF_RF,218,0.1064150027728795,0.29499756322653786,0.06403798785766149,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__GGE__HN_NF_RF,218,0.05653305809121537,0.18336698677251206,0.05929525789222579,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__GGE__HN_WF_RF,218,0.08434557519237618,0.22799338726571802,0.06697861485942448,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__GGE__LN_NF_RF,218,0.07130590539899959,0.21116039355557553,0.05279678720545093,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__HAN__HN_NF_RF,218,0.06656131016263094,0.1931181347201353,0.04466176554772249,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__HAN__HN_WF_RF,218,0.06266120538966982,0.23556533032562266,0.044030029094954154,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__HAN__LN_NF_RF,218,0.049832093763127014,0.10996381469975698,0.04455593383799252,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__KAL__HN_NF_RF,218,0.0476667413756935,0.18331891732548156,0.0325296592746784,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__KAL__HN_WF_RF,218,0.033493282322025836,0.13949000633301067,0.038881742979596845,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__KAL__LN_NF_RF,218,0.056751127340033306,0.18775231030160885,0.04187452385744102,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__KIE__HN_NF_RF,215,0.04792384707619002,0.24887358356491557,0.05276120257027377,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__KIE__HN_WF_RF,216,0.06438301958516304,0.18599000523643794,0.042288147792503575,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__KIE__LN_NF_RF,215,0.0015303105144060468,-0.03282318844429755,0.030525765797514468,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__QLB__HN_NF_RF,218,0.09975242464672336,0.2942018111756954,0.053739477736419614,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__QLB__HN_WF_RF,218,0.03926953450084512,0.1874841638681736,0.03275126299476749,NA,NA,NA,NA
Spike_number,SN,2015__QLB__HN_WF_RF,2017__QLB__LN_NF_RF,218,0.09844658086574039,0.27231515487774266,0.06422963055783984,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__GGE__HN_NF_RF,218,0.16662784901302938,0.389201968070096,0.06322641377171233,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__GGE__HN_WF_RF,218,0.07895032795209264,0.2582307321206322,0.04227403467188958,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__GGE__LN_NF_RF,218,0.02210223852955103,0.0859123883832912,0.030748451128015136,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__HAN__HN_NF_RF,218,0.10496817689506215,0.2727905580050374,0.06272073332486568,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__HAN__HN_WF_RF,218,0.046307301032988676,0.17395285373166483,0.07638546859251538,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__HAN__LN_NF_RF,218,0.049120709842632726,0.1511019193603406,0.032825813836956666,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__KAL__HN_NF_RF,218,0.09609854423979519,0.31690439800563974,0.05673350456407031,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__KAL__HN_WF_RF,218,0.04318340547824529,0.19861652696608323,0.043435087135713174,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__KAL__LN_NF_RF,218,0.0626152220143868,0.2501237932690052,0.06065258384080784,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__KIE__HN_NF_RF,215,0.036452775818920174,0.17677316525393033,0.05319499009783482,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__KIE__HN_WF_RF,215,0.008213797445127681,0.08479678330797653,0.02420525085448638,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__KIE__LN_NF_RF,215,0.007345652682614479,0.10324084136298874,0.04211181679938724,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__QLB__HN_NF_RF,218,0.2432300662612557,0.48200842199634086,0.09045856081665425,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__QLB__HN_WF_RF,218,0.08992576456985067,0.3013797085602393,0.056149866631791855,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2016__QLB__LN_NF_RF,218,0.14097847408120548,0.36682942706448074,0.06829112795345416,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__GGE__HN_NF_RF,218,0.059857923589742824,0.23685662973042312,0.046721989982045485,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__GGE__HN_WF_RF,218,0.06983201833754699,0.2334106884411546,0.03256517591617607,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__GGE__LN_NF_RF,218,0.048222818408074776,0.22149410222804713,0.042644243010764984,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__HAN__HN_NF_RF,218,0.027056425954813924,0.18920650107229584,0.03779658201103181,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__HAN__HN_WF_RF,218,0.03089184446723946,0.17361357249920092,0.03313540121741038,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__HAN__LN_NF_RF,218,0.006373067133754671,0.046830066107074624,0.028428276739189295,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__KAL__HN_NF_RF,218,0.023809023714909425,0.13124634773659571,0.04200529949365977,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__KAL__HN_WF_RF,218,0.031899442640275305,0.14672354689868178,0.04390087658513911,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__KAL__LN_NF_RF,218,0.007331695184743736,0.10864792267655235,0.05921730040679396,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__KIE__HN_NF_RF,215,0.045015466914297655,0.2589951034180802,0.04658901129772771,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__KIE__HN_WF_RF,216,0.07102400398752762,0.2330201598018552,0.040771052985499996,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__KIE__LN_NF_RF,215,0.01226111447657427,0.12186239706344033,0.029551404243739744,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__QLB__HN_NF_RF,218,0.08953991661262346,0.2822967227650464,0.05414139246370957,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__QLB__HN_WF_RF,218,0.033003991211569314,0.1348127521835395,0.033233103767467964,NA,NA,NA,NA
Spike_number,SN,2015__QLB__LN_NF_RF,2017__QLB__LN_NF_RF,218,0.0684977165732853,0.19631614397432282,0.03986684245227655,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__GGE__HN_WF_RF,220,0.19175360744100137,0.41095159406733167,0.06081075949283156,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__GGE__LN_NF_RF,220,0.17974572550058973,0.38927699916237346,0.04762386632405105,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__HAN__HN_NF_RF,220,0.08652586218426657,0.2585849706490266,0.04981737271172619,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__HAN__HN_WF_RF,220,0.053618367509815336,0.2130452728814217,0.045202613201438126,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__HAN__LN_NF_RF,220,0.053443588934200696,0.20982318824675572,0.0517606731564106,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__KAL__HN_NF_RF,220,0.10650984547051309,0.31919149229940486,0.06787599401726424,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__KAL__HN_WF_RF,220,0.10048746776330088,0.313812335265036,0.045543587972132746,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__KAL__LN_NF_RF,220,0.12013360875236223,0.2805940965078554,0.062448960621462976,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__KIE__HN_NF_RF,216,0.09484580606589048,0.32351290726423876,0.05703848549520586,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__KIE__HN_WF_RF,216,0.04842943298450136,0.21354001229499522,0.04321849846100548,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__KIE__LN_NF_RF,216,0.06294350567382533,0.22237199533835963,0.03906507914528736,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__QLB__HN_NF_RF,220,0.09441309933565173,0.32090340085486396,0.07871501186553727,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__QLB__HN_WF_RF,220,0.05737514868054284,0.2539411792054655,0.053194174099730894,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2016__QLB__LN_NF_RF,220,0.12725070935553598,0.3203156718807547,0.08078148117252712,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__GGE__HN_NF_RF,220,0.0939531614258567,0.3287873088862756,0.08068290538459326,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__GGE__HN_WF_RF,220,0.05681831835285452,0.20820538394697855,0.034852091052353595,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__GGE__LN_NF_RF,220,0.07617063784985684,0.2681672632710088,0.03555336327252455,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__HAN__HN_NF_RF,220,0.01478115424926243,0.13640440036021093,0.04038003773562942,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__HAN__HN_WF_RF,220,0.03452182540047615,0.22646849914623926,0.05966016738071271,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__HAN__LN_NF_RF,220,0.059131426578800536,0.22804031495083588,0.040932009164279866,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__KAL__HN_NF_RF,220,0.025956091438351047,0.15318538679259155,0.05354819274845108,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__KAL__HN_WF_RF,220,0.06492083464061085,0.21181290158096447,0.03609084867047037,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__KAL__LN_NF_RF,220,0.053904675030589,0.2279554441709043,0.03314591919484008,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__KIE__HN_NF_RF,217,0.1300603241622692,0.34912534431646147,0.07724458414683069,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__KIE__HN_WF_RF,218,0.13547405005118404,0.30443574367172294,0.04010587154509271,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__KIE__LN_NF_RF,217,0.05437720194121516,0.2348660183847227,0.053162296066543595,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__QLB__HN_NF_RF,220,0.006642483075947436,0.06549881594876408,0.06209407296195545,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__QLB__HN_WF_RF,220,0.01868978376796181,0.1285976916283707,0.03540294479175857,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_NF_RF,2017__QLB__LN_NF_RF,220,0.019859916059850696,0.15226463018310496,0.03903569010812198,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__GGE__LN_NF_RF,220,0.23840149385045298,0.43483391157753293,0.08230363730848658,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__HAN__HN_NF_RF,220,0.08484484194048506,0.22164732930244616,0.02956988112054125,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__HAN__HN_WF_RF,220,0.07136576666865219,0.23870215199788125,0.03751157022012901,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__HAN__LN_NF_RF,220,0.13631381954412072,0.32036762592765816,0.06960615431305994,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__KAL__HN_NF_RF,220,0.10843008844724251,0.2889785476409167,0.0441538570966294,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__KAL__HN_WF_RF,220,0.07120092208415038,0.2657748375717755,0.05822033206160526,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__KAL__LN_NF_RF,220,0.088767343482822475,0.29828076838552264,0.057273404679238575,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__KIE__HN_NF_RF,216,0.1754604297422889,0.38308386620464635,0.068696270606518,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__KIE__HN_WF_RF,216,0.19561617393910902,0.417469843651389,0.06293212109584546,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__KIE__LN_NF_RF,216,0.10420773223899364,0.2946272282356303,0.05206317317390329,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__QLB__HN_NF_RF,220,0.12631019882467492,0.3502510382445918,0.07340449547716067,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__QLB__HN_WF_RF,220,0.09898385596877556,0.34118661354761276,0.0792634658753157,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2016__QLB__LN_NF_RF,220,0.17744059865569872,0.3863036238539865,0.07304780447844578,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2017__GGE__HN_NF_RF,220,0.18893730157079697,0.35270788840490697,0.07648756796736114,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2017__GGE__HN_WF_RF,220,0.15634335989134363,0.35768695446374743,0.07726486617006893,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2017__GGE__LN_NF_RF,220,0.11735023857586932,0.3147236325318517,0.05798270240686197,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2017__HAN__HN_NF_RF,220,0.16534510941917582,0.36906397389878454,0.058824104341635944,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2017__HAN__HN_WF_RF,220,0.06861519235839222,0.2660522283812983,0.042557521797121835,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2017__HAN__LN_NF_RF,220,0.1201523648952817,0.2703629123712973,0.05985300460124035,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2017__KAL__HN_NF_RF,220,0.07169404660654527,0.2522306058164237,0.0501377522782064,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2017__KAL__HN_WF_RF,220,0.09424718001797153,0.29995548367828784,0.06433708454292203,NA,NA,NA,NA
Spike_number,SN,2016__GGE__HN_WF_RF,2017__KAL__LN_NF_RF,220,0.11433443703256918,0.2826662459216851,0.056307277355427135,NA,NA,NA,NA
